country,Population,rev_id
Ivorian,Population not found,802904214
Jersey,Population not found,802912550
Faroese,Population not found,802925425
Rhodesian,Population not found,802930161
Salvadoran,Population not found,802944082
Chechen,Population not found,802950350
Hondura,Population not found,802955117
South Korean,Population not found,802955917
Palestinian Territory,Population not found,802968215
Abkhazia,Population not found,803018106
East Timorese,Population not found,803043434
Faroese,Population not found,803145744
Chechen,Population not found,803177211
Cape Colony,Population not found,803177433
Palestinian Territory,Population not found,803242304
Cape Colony,Population not found,803288472
Cape Colony,Population not found,803303116
Czech Republic,Population not found,803332354
"Congo, Dem. Rep. of",Population not found,803335436
South Korean,Population not found,803383030
Niuean,Population not found,803392432
Jersey,Population not found,803416400
"Congo, Dem. Rep. of",Population not found,803421580
Palestinian Territory,Population not found,803433440
Czech Republic,Population not found,803438779
Chechen,Population not found,803469952
Incan,Population not found,803601556
Dagestani,Population not found,803611453
East Timorese,Population not found,803615826
Cape Colony,Population not found,803618569
Rhodesian,Population not found,803620246
Faroese,Population not found,803656387
Czech Republic,Population not found,803658529
East Timorese,Population not found,803664269
Salvadoran,Population not found,803674894
Czech Republic,Population not found,803709959
Saint Lucian,Population not found,803737879
Czech Republic,Population not found,803793256
Czech Republic,Population not found,803794383
Hondura,Population not found,803808871
Ivorian,Population not found,803820918
Ivorian,Population not found,803821448
Hondura,Population not found,803835401
Hondura,Population not found,803835755
Hondura,Population not found,803836305
Hondura,Population not found,803836472
Hondura,Population not found,803836551
South Korean,Population not found,803838269
Cape Colony,Population not found,803908887
Saint Lucian,Population not found,803917686
Salvadoran,Population not found,803927035
Omani,Population not found,803929525
Ivorian,Population not found,803941004
East Timorese,Population not found,803969836
Czech Republic,Population not found,803983301
Niuean,Population not found,804027488
Rhodesian,Population not found,804040348
Palestinian Territory,Population not found,804075706
Saint Kitts and Nevis,Population not found,804081241
Czech Republic,Population not found,804093764
Rhodesian,Population not found,804101492
Ivorian,Population not found,804108433
Hondura,Population not found,804127803
Hondura,Population not found,804127877
Hondura,Population not found,804128734
Hondura,Population not found,804129698
Hondura,Population not found,804130200
Hondura,Population not found,804130440
Hondura,Population not found,804131272
Hondura,Population not found,804131604
Hondura,Population not found,804131948
Palestinian Territory,Population not found,804132518
Hondura,Population not found,804133123
Hondura,Population not found,804133555
Salvadoran,Population not found,804134156
Hondura,Population not found,804138803
Hondura,Population not found,804139010
Hondura,Population not found,804139208
Hondura,Population not found,804139258
Hondura,Population not found,804139730
Hondura,Population not found,804139800
Hondura,Population not found,804139868
Hondura,Population not found,804140099
Hondura,Population not found,804140159
Hondura,Population not found,804140314
Hondura,Population not found,804140447
Somaliland,Population not found,804143605
Saint Vincent and the Grenadines,Population not found,804164057
"Congo, Dem. Rep. of",Population not found,804197745
South African Republic,Population not found,804250196
Chechen,Population not found,804275742
Chechen,Population not found,804276832
Chechen,Population not found,804276940
Cape Colony,Population not found,804277547
Chechen,Population not found,804277603
Chechen,Population not found,804277842
Chechen,Population not found,804279009
Chechen,Population not found,804279119
Chechen,Population not found,804279165
Chechen,Population not found,804279341
Palestinian Territory,Population not found,804292510
Samoan,Population not found,804303257
"Congo, Dem. Rep. of",Population not found,804359582
Cape Colony,Population not found,804362436
Jersey,Population not found,804372746
Samoan,Population not found,804379271
Samoan,Population not found,804379277
Faroese,Population not found,804422035
French Guiana,Population not found,804473743
Cape Colony,Population not found,804497413
Incan,Population not found,804527512
Salvadoran,Population not found,804528819
Guernsey,Population not found,804532628
Salvadoran,Population not found,804538892
Chechen,Population not found,804557776
Czech Republic,Population not found,804569724
Czech Republic,Population not found,804582256
"Congo, Dem. Rep. of",Population not found,804587534
Hondura,Population not found,804587565
Czech Republic,Population not found,804591494
Salvadoran,Population not found,804606321
Ossetian,Population not found,804609656
Ossetian,Population not found,804609900
Rhodesian,Population not found,804650400
Swaziland,Population not found,804656330
"Congo, Dem. Rep. of",Population not found,804709167
South African Republic,Population not found,804713000
Czech Republic,Population not found,804715205
Czech Republic,Population not found,804715467
Rhodesian,Population not found,804743937
Rhodesian,Population not found,804806363
Salvadoran,Population not found,804809409
South Korean,Population not found,804816596
South Korean,Population not found,804817210
Czech Republic,Population not found,804820949
Saint Kitts and Nevis,Population not found,804862608
Czech Republic,Population not found,804868436
Czech Republic,Population not found,804869147
Czech Republic,Population not found,804871394
Rhodesian,Population not found,804877226
Czech Republic,Population not found,804879673
Palestinian Territory,Population not found,804914588
Palestinian Territory,Population not found,804940228
Saint Kitts and Nevis,Population not found,804942241
"Congo, Dem. Rep. of",Population not found,804943836
Palestinian Territory,Population not found,804957442
South Korean,Population not found,804962117
South Korean,Population not found,804962160
South Korean,Population not found,804962170
East Timorese,Population not found,804966906
South Korean,Population not found,804968129
South Korean,Population not found,804968364
South Korean,Population not found,804968483
South Korean,Population not found,804971432
South Korean,Population not found,804971477
South Korean,Population not found,804971686
South Korean,Population not found,804971888
South Korean,Population not found,804972263
Salvadoran,Population not found,804991452
Czech Republic,Population not found,805037426
"Congo, Dem. Rep. of",Population not found,805038023
Ivorian,Population not found,805044583
South Korean,Population not found,805053478
Hondura,Population not found,805055004
Abkhazia,Population not found,805063877
Czech Republic,Population not found,805084705
"Congo, Dem. Rep. of",Population not found,805086693
Jersey,Population not found,805135198
Jersey,Population not found,805136001
Jersey,Population not found,805136113
Jersey,Population not found,805136184
Cape Colony,Population not found,805157563
South Korean,Population not found,805158721
Czech Republic,Population not found,805176779
Czech Republic,Population not found,805179298
East Timorese,Population not found,805183458
Hondura,Population not found,805248828
"Congo, Dem. Rep. of",Population not found,805279692
South Korean,Population not found,805293256
Palestinian Territory,Population not found,805306238
Palestinian Territory,Population not found,805321868
Czech Republic,Population not found,805352758
Salvadoran,Population not found,805353238
"Congo, Dem. Rep. of",Population not found,805368981
Rhodesian,Population not found,805372073
Czech Republic,Population not found,805439919
Palestinian Territory,Population not found,805441005
Salvadoran,Population not found,805474907
Incan,Population not found,805475200
Jersey,Population not found,805499715
"Congo, Dem. Rep. of",Population not found,805523382
Saint Lucian,Population not found,805577053
Hondura,Population not found,805625721
Cook Island,Population not found,805657875
Cape Colony,Population not found,805678535
Guernsey,Population not found,805755298
Abkhazia,Population not found,805775169
Chechen,Population not found,805794113
Palestinian Territory,Population not found,805811873
Czech Republic,Population not found,805824502
"Congo, Dem. Rep. of",Population not found,805835265
Somaliland,Population not found,805840190
Chechen,Population not found,805869321
Rojava,Population not found,805873719
Rojava,Population not found,805873803
"Congo, Dem. Rep. of",Population not found,805923394
South African Republic,Population not found,805927999
Saint Lucian,Population not found,805945778
Czech Republic,Population not found,805946007
South Korean,Population not found,805956890
Rhodesian,Population not found,805960143
Palauan,Population not found,805961817
Cape Colony,Population not found,805962015
Abkhazia,Population not found,805967589
Hondura,Population not found,805984131
South Korean,Population not found,805991409
Salvadoran,Population not found,806010405
Faroese,Population not found,806011231
Czech Republic,Population not found,806049453
Samoan,Population not found,806055721
Salvadoran,Population not found,806057984
"Congo, Dem. Rep. of",Population not found,806071312
South Korean,Population not found,806073279
South Korean,Population not found,806073996
Czech Republic,Population not found,806085100
Salvadoran,Population not found,806101149
South Korean,Population not found,806124709
East Timorese,Population not found,806140876
South Korean,Population not found,806145466
Rhodesian,Population not found,806153816
Hondura,Population not found,806178799
South Korean,Population not found,806182207
South Korean,Population not found,806184478
"Congo, Dem. Rep. of",Population not found,806189185
"Congo, Dem. Rep. of",Population not found,806189633
Ivorian,Population not found,806218350
Czech Republic,Population not found,806231200
Tokelauan,Population not found,806257719
Tokelauan,Population not found,806258588
Ivorian,Population not found,806287770
South Korean,Population not found,806319565
Cape Colony,Population not found,806340214
Palestinian Territory,Population not found,806359448
"Congo, Dem. Rep. of",Population not found,806372703
"Congo, Dem. Rep. of",Population not found,806383479
South Korean,Population not found,806399005
Saint Lucian,Population not found,806408228
Montserratian,Population not found,806415676
Ivorian,Population not found,806421729
Martinique,Population not found,806431975
South Korean,Population not found,806439224
South Korean,Population not found,806462613
Czech Republic,Population not found,806490518
Czech Republic,Population not found,806504904
South Korean,Population not found,806511942
South Korean,Population not found,806512047
"Congo, Dem. Rep. of",Population not found,806524828
Rhodesian,Population not found,806532780
Czech Republic,Population not found,806537585
Czech Republic,Population not found,806538241
Czech Republic,Population not found,806538320
Czech Republic,Population not found,806539480
"Congo, Dem. Rep. of",Population not found,806545614
Guadeloupe,Population not found,806546383
South Korean,Population not found,806555857
Czech Republic,Population not found,806558617
Greenlandic,Population not found,806560929
Czech Republic,Population not found,806566913
Czech Republic,Population not found,806569308
Czech Republic,Population not found,806586185
South Korean,Population not found,806590508
Czech Republic,Population not found,806636602
Cape Colony,Population not found,806647373
Czech Republic,Population not found,806650264
Omani,Population not found,806665440
Niuean,Population not found,806666816
Czech Republic,Population not found,806669645
Czech Republic,Population not found,806669709
Czech Republic,Population not found,806669752
Czech Republic,Population not found,806672899
Czech Republic,Population not found,806673245
Czech Republic,Population not found,806673585
Czech Republic,Population not found,806708361
Czech Republic,Population not found,806708532
Czech Republic,Population not found,806720477
Czech Republic,Population not found,806729653
Montserratian,Population not found,806730593
Salvadoran,Population not found,806731535
Cook Island,Population not found,806739780
South Korean,Population not found,806749773
Czech Republic,Population not found,806751902
Incan,Population not found,806761543
Hondura,Population not found,806796619
South Korean,Population not found,806801805
Ossetian,Population not found,806832826
South Korean,Population not found,806846283
Czech Republic,Population not found,806850638
South Korean,Population not found,806852494
Hondura,Population not found,806875293
Czech Republic,Population not found,806876791
Czech Republic,Population not found,806900987
Omani,Population not found,806904421
Faroese,Population not found,806909915
Palestinian Territory,Population not found,806939531
"Congo, Dem. Rep. of",Population not found,806947596
Hondura,Population not found,806948506
Salvadoran,Population not found,806958982
Ivorian,Population not found,806973935
Czech Republic,Population not found,806988445
Czech Republic,Population not found,806991412
South Korean,Population not found,807021657
South Korean,Population not found,807029190
South Korean,Population not found,807057020
Czech Republic,Population not found,807058182
South Korean,Population not found,807060237
Rhodesian,Population not found,807097467
Czech Republic,Population not found,807102237
South Korean,Population not found,807122658
South Korean,Population not found,807142261
Ivorian,Population not found,807159456
Rhodesian,Population not found,807159903
Rhodesian,Population not found,807160082
Swaziland,Population not found,807175486
Salvadoran,Population not found,807175924
Samoan,Population not found,807177019
Chechen,Population not found,807180397
"Congo, Dem. Rep. of",Population not found,807193274
Saint Lucian,Population not found,807198874
Salvadoran,Population not found,807210786
"Congo, Dem. Rep. of",Population not found,807243537
"Congo, Dem. Rep. of",Population not found,807258156
South African Republic,Population not found,807269619
"Congo, Dem. Rep. of",Population not found,807273861
Rhodesian,Population not found,807283218
Cape Colony,Population not found,807290539
Ivorian,Population not found,807296683
Faroese,Population not found,807297374
Cape Colony,Population not found,807330872
Czech Republic,Population not found,807333095
Czech Republic,Population not found,807334610
Czech Republic,Population not found,807334657
Czech Republic,Population not found,807353609
Chechen,Population not found,807354708
Czech Republic,Population not found,807358143
Palestinian Territory,Population not found,807364845
Czech Republic,Population not found,807382193
Czech Republic,Population not found,807394304
Czech Republic,Population not found,807394725
Czech Republic,Population not found,807399097
Cape Colony,Population not found,807401513
South Korean,Population not found,807404528
Czech Republic,Population not found,807415625
Czech Republic,Population not found,807416099
Czech Republic,Population not found,807420515
South Korean,Population not found,807423123
Rhodesian,Population not found,807425613
Rhodesian,Population not found,807425747
Palestinian Territory,Population not found,807439836
Palestinian Territory,Population not found,807444564
Hondura,Population not found,807445333
Hondura,Population not found,807445395
Omani,Population not found,807451487
Chechen,Population not found,807454176
Palestinian Territory,Population not found,807459429
Czech Republic,Population not found,807462107
Palestinian Territory,Population not found,807462818
AFRICA,"1,284",No Articles found
Western Sahara,0.6,No Articles found
Cote d'Ivoire,24.9,No Articles found
"Congo, Dem. Rep.",84.3,No Articles found
eSwatini,1.4,No Articles found
NORTHERN AMERICA,365,No Articles found
LATIN AMERICA AND THE CARIBBEAN,649,No Articles found
El Salvador,6.5,No Articles found
Honduras,9,No Articles found
Curacao,0.2,No Articles found
Puerto Rico,3.3,No Articles found
St. Kitts-Nevis,0.05,No Articles found
Saint Lucia,0.2,No Articles found
St. Vincent and the Grenadines,0.1,No Articles found
ASIA,"4,536",No Articles found
Georgia,3.9,No Articles found
Oman,4.7,No Articles found
Brunei,0.4,No Articles found
Timor-Leste,1.2,No Articles found
EUROPE,746,No Articles found
Czechia,10.6,No Articles found
OCEANIA,41,No Articles found
French Polynesia,0.3,No Articles found
Guam,0.2,No Articles found
New Caledonia,0.3,No Articles found
Palau,0.02,No Articles found
Samoa,0.2,No Articles found
