country,Population,rev_id
Salvadoran,Population not found,781102914
South Korean,Population not found,781133659
South Korean,Population not found,781134255
Montserratian,Population not found,781452925
Faroese,Population not found,781915668
Czech Republic,Population not found,782058966
Palestinian Territory,Population not found,782105397
Samoan,Population not found,782134923
"Congo, Dem. Rep. of",Population not found,782350026
Saint Lucian,Population not found,782356881
Czech Republic,Population not found,782384016
Chechen,Population not found,782430810
Samoan,Population not found,782465136
South Korean,Population not found,782498395
Salvadoran,Population not found,782520448
Rhodesian,Population not found,782602484
"Congo, Dem. Rep. of",Population not found,782618365
Ossetian,Population not found,782634776
South Korean,Population not found,782649404
Salvadoran,Population not found,782652818
Palauan,Population not found,782714724
Pitcairn Islands,Population not found,782764117
Samoan,Population not found,782768517
"Congo, Dem. Rep. of",Population not found,782825984
Palestinian Territory,Population not found,783041670
Czech Republic,Population not found,783065752
Omani,Population not found,783116680
Rhodesian,Population not found,783150296
Rhodesian,Population not found,783150589
Cape Colony,Population not found,783249147
Cape Colony,Population not found,783250295
Rhodesian,Population not found,783301534
Guadeloupe,Population not found,783350704
"Congo, Dem. Rep. of",Population not found,783354232
Saint Kitts and Nevis,Population not found,783358108
South African Republic,Population not found,783371989
Salvadoran,Population not found,783472679
Hondura,Population not found,783532382
Hondura,Population not found,783534612
Saint Lucian,Population not found,783539672
Samoan,Population not found,783679600
Czech Republic,Population not found,783711789
Czech Republic,Population not found,783737915
Pitcairn Islands,Population not found,783746509
Montserratian,Population not found,783821985
Incan,Population not found,783850857
Chechen,Population not found,783907075
Hondura,Population not found,784048015
Jersey,Population not found,784051930
Czech Republic,Population not found,784145485
Chechen,Population not found,784167327
"Congo, Dem. Rep. of",Population not found,784182810
Saint Kitts and Nevis,Population not found,784208810
Palestinian Territory,Population not found,784373796
Ivorian,Population not found,784395089
Samoan,Population not found,784413731
Faroese,Population not found,784440060
Jersey,Population not found,784462137
Salvadoran,Population not found,784506431
Rhodesian,Population not found,784562559
Palestinian Territory,Population not found,784662302
Cook Island,Population not found,784686871
Guernsey,Population not found,784691815
Cape Colony,Population not found,784693349
Saint Vincent and the Grenadines,Population not found,784724223
Cape Colony,Population not found,784726341
Rhodesian,Population not found,784757829
Rhodesian,Population not found,784758963
Cape Colony,Population not found,784765242
Rhodesian,Population not found,784769027
Guernsey,Population not found,784770354
Saint Vincent and the Grenadines,Population not found,784784479
Cook Island,Population not found,784786128
Rhodesian,Population not found,784826325
Czech Republic,Population not found,784826685
Czech Republic,Population not found,784826720
Cape Colony,Population not found,784829553
Rhodesian,Population not found,784830601
Rhodesian,Population not found,784831407
Jersey,Population not found,784849252
Montserratian,Population not found,784856577
Cape Colony,Population not found,784862369
Rhodesian,Population not found,784870217
Montserratian,Population not found,784875662
Czech Republic,Population not found,784968648
Rhodesian,Population not found,784974615
Palestinian Territory,Population not found,784977752
Czech Republic,Population not found,785085345
Saint Lucian,Population not found,785101569
Dagestani,Population not found,785202362
Salvadoran,Population not found,785229840
South Korean,Population not found,785317852
Czech Republic,Population not found,785407597
Pitcairn Islands,Population not found,785508390
Dagestani,Population not found,785532389
Samoan,Population not found,785553682
Cape Colony,Population not found,785566972
Swaziland,Population not found,785654533
Palestinian Territory,Population not found,785938135
Palestinian Territory,Population not found,785938199
Palestinian Territory,Population not found,785938222
Salvadoran,Population not found,786063735
Salvadoran,Population not found,786068145
Cape Colony,Population not found,786142993
Czech Republic,Population not found,786162238
Hondura,Population not found,786165176
Jersey,Population not found,786175308
Abkhazia,Population not found,786203824
Chechen,Population not found,786231010
Tokelauan,Population not found,786375181
French Guiana,Population not found,786385007
Czech Republic,Population not found,786399604
Salvadoran,Population not found,786492357
Salvadoran,Population not found,786492366
"Congo, Dem. Rep. of",Population not found,786579616
Rhodesian,Population not found,786601705
Czech Republic,Population not found,786612217
Cook Island,Population not found,786648340
Rhodesian,Population not found,786659504
"Congo, Dem. Rep. of",Population not found,786751925
Samoan,Population not found,786776338
Cape Colony,Population not found,786803200
"Congo, Dem. Rep. of",Population not found,786874201
Cape Colony,Population not found,786916027
Cape Colony,Population not found,786972727
Palauan,Population not found,786992351
Jersey,Population not found,787012860
Jersey,Population not found,787046159
Cook Island,Population not found,787050138
Rhodesian,Population not found,787105083
Martinique,Population not found,787128336
Rhodesian,Population not found,787147677
Chechen,Population not found,787163671
Palestinian Territory,Population not found,787198183
Cook Island,Population not found,787227714
Ivorian,Population not found,787310676
Guadeloupe,Population not found,787332894
"Congo, Dem. Rep. of",Population not found,787378464
Palestinian Territory,Population not found,787385830
Greenlandic,Population not found,787423025
Ivorian,Population not found,787437447
Palestinian Territory,Population not found,787447130
Palestinian Territory,Population not found,787453135
Samoan,Population not found,787519332
Cape Colony,Population not found,787552653
"Congo, Dem. Rep. of",Population not found,787602247
South African Republic,Population not found,787611475
Guadeloupe,Population not found,787680195
Palestinian Territory,Population not found,787691185
"Congo, Dem. Rep. of",Population not found,787715913
"Congo, Dem. Rep. of",Population not found,787716080
"Congo, Dem. Rep. of",Population not found,787797355
Rhodesian,Population not found,787854502
Omani,Population not found,787929352
Czech Republic,Population not found,787952395
Czech Republic,Population not found,787952868
Guernsey,Population not found,787954113
Guernsey,Population not found,787954138
Jersey,Population not found,787955357
Jersey,Population not found,787955613
Jersey,Population not found,787956265
Jersey,Population not found,787956300
Jersey,Population not found,787956364
Jersey,Population not found,787956392
Jersey,Population not found,787956492
Jersey,Population not found,787956513
Jersey,Population not found,787956597
Jersey,Population not found,787957954
Saint Kitts and Nevis,Population not found,787971501
Saint Vincent and the Grenadines,Population not found,787976333
"Congo, Dem. Rep. of",Population not found,787978838
Palestinian Territory,Population not found,788004334
Czech Republic,Population not found,788015952
East Timorese,Population not found,788017619
Palestinian Territory,Population not found,788019130
Palestinian Territory,Population not found,788023506
"Congo, Dem. Rep. of",Population not found,788024194
Palestinian Territory,Population not found,788026998
"Congo, Dem. Rep. of",Population not found,788054013
Ivorian,Population not found,788065543
Cape Colony,Population not found,788098639
Czech Republic,Population not found,788121309
Palestinian Territory,Population not found,788159128
Czech Republic,Population not found,788178766
Palestinian Territory,Population not found,788189214
Saint Kitts and Nevis,Population not found,788231533
Guadeloupe,Population not found,788239179
Cook Island,Population not found,788240713
Salvadoran,Population not found,788264133
Martinique,Population not found,788271645
Pitcairn Islands,Population not found,788318957
Ivorian,Population not found,788330706
Cape Colony,Population not found,788361321
Czech Republic,Population not found,788410657
Ivorian,Population not found,788421683
Palestinian Territory,Population not found,788437086
Guernsey,Population not found,788446515
Salvadoran,Population not found,788447923
East Timorese,Population not found,788450147
Ivorian,Population not found,788462808
"Congo, Dem. Rep. of",Population not found,788465848
Ivorian,Population not found,788498433
Cook Island,Population not found,788499686
Palestinian Territory,Population not found,788509815
Palauan,Population not found,788566799
Palauan,Population not found,788566961
Palauan,Population not found,788567219
Palestinian Territory,Population not found,788591724
Samoan,Population not found,788649434
Saint Vincent and the Grenadines,Population not found,788672768
Cape Colony,Population not found,788717893
Saint Lucian,Population not found,788727127
Martinique,Population not found,788793894
French Guiana,Population not found,788799439
Martinique,Population not found,788807319
French Guiana,Population not found,788807577
Guadeloupe,Population not found,788807612
Guadeloupe,Population not found,788810121
Guadeloupe,Population not found,788814960
Guadeloupe,Population not found,788815849
Ivorian,Population not found,788825623
Ivorian,Population not found,788825785
Martinique,Population not found,788825794
Martinique,Population not found,788825979
Guadeloupe,Population not found,788826068
Martinique,Population not found,788827072
Guadeloupe,Population not found,788827709
Guadeloupe,Population not found,788827724
Ivorian,Population not found,788827789
French Guiana,Population not found,788827828
Omani,Population not found,788828342
French Guiana,Population not found,788828507
French Guiana,Population not found,788828649
Guadeloupe,Population not found,788828762
French Guiana,Population not found,788828802
French Guiana,Population not found,788830652
French Guiana,Population not found,788837401
Cook Island,Population not found,788897273
Cook Island,Population not found,788897549
Cook Island,Population not found,788898457
Cook Island,Population not found,788899523
Palestinian Territory,Population not found,788953220
Montserratian,Population not found,788976365
Palestinian Territory,Population not found,788988278
French Guiana,Population not found,789009266
Faroese,Population not found,789029085
Abkhazia,Population not found,789039267
Carniolan,Population not found,789072979
Czech Republic,Population not found,789102318
Cape Colony,Population not found,789120101
Palestinian Territory,Population not found,789228790
Cape Colony,Population not found,789258720
Carniolan,Population not found,789263095
Carniolan,Population not found,789273199
Faroese,Population not found,789306157
Faroese,Population not found,789307497
Faroese,Population not found,789307569
Faroese,Population not found,789307632
Faroese,Population not found,789308387
Faroese,Population not found,789308554
Faroese,Population not found,789310556
Chechen,Population not found,789327678
Chechen,Population not found,789328171
Ossetian,Population not found,789328182
Dagestani,Population not found,789329935
French Guiana,Population not found,789340739
"Congo, Dem. Rep. of",Population not found,789437538
Ivorian,Population not found,789476691
"Congo, Dem. Rep. of",Population not found,789487250
Rhodesian,Population not found,789545107
Czech Republic,Population not found,789546047
Czech Republic,Population not found,789546066
Czech Republic,Population not found,789546079
Czech Republic,Population not found,789546102
Czech Republic,Population not found,789546147
Hondura,Population not found,789599196
Hondura,Population not found,789599235
Hondura,Population not found,789599241
Hondura,Population not found,789599248
Hondura,Population not found,789599260
Hondura,Population not found,789599265
Hondura,Population not found,789599272
Hondura,Population not found,789599288
Hondura,Population not found,789599294
Hondura,Population not found,789599300
Hondura,Population not found,789599316
Hondura,Population not found,789599319
Hondura,Population not found,789599323
Hondura,Population not found,789599331
Hondura,Population not found,789599336
Hondura,Population not found,789599343
Hondura,Population not found,789599348
Hondura,Population not found,789599355
Hondura,Population not found,789599360
Hondura,Population not found,789599369
Hondura,Population not found,789599374
Hondura,Population not found,789599381
Hondura,Population not found,789599388
Hondura,Population not found,789599393
Hondura,Population not found,789599398
Hondura,Population not found,789599401
Hondura,Population not found,789599406
Hondura,Population not found,789599415
Hondura,Population not found,789599418
Hondura,Population not found,789599427
Hondura,Population not found,789599429
Hondura,Population not found,789599434
Hondura,Population not found,789599444
Hondura,Population not found,789599449
Hondura,Population not found,789599455
Hondura,Population not found,789599463
Hondura,Population not found,789599476
Hondura,Population not found,789599485
Hondura,Population not found,789599488
Hondura,Population not found,789599496
Hondura,Population not found,789599506
Hondura,Population not found,789599509
Hondura,Population not found,789599513
Hondura,Population not found,789599522
Hondura,Population not found,789599528
Hondura,Population not found,789599532
Hondura,Population not found,789599542
Hondura,Population not found,789599547
Hondura,Population not found,789599561
Hondura,Population not found,789599562
Hondura,Population not found,789599568
Hondura,Population not found,789599570
Hondura,Population not found,789599575
Hondura,Population not found,789599581
Hondura,Population not found,789599586
Hondura,Population not found,789599589
Hondura,Population not found,789599594
Hondura,Population not found,789599607
Hondura,Population not found,789599609
Hondura,Population not found,789599615
Hondura,Population not found,789599618
Hondura,Population not found,789599620
Hondura,Population not found,789600726
Hondura,Population not found,789600760
Hondura,Population not found,789600953
Hondura,Population not found,789600975
Hondura,Population not found,789601015
Hondura,Population not found,789601536
Cape Colony,Population not found,789675927
Carniolan,Population not found,789681987
Rhodesian,Population not found,789689591
Faroese,Population not found,789708924
Jersey,Population not found,789753704
Jersey,Population not found,789753711
Saint Vincent and the Grenadines,Population not found,789761357
Omani,Population not found,789761641
Saint Lucian,Population not found,789789654
Abkhazia,Population not found,789818648
Abkhazia,Population not found,789818730
Martinique,Population not found,789854706
"Congo, Dem. Rep. of",Population not found,789898887
Montserratian,Population not found,789918293
Guernsey,Population not found,789938377
French Guiana,Population not found,789939904
French Guiana,Population not found,789940008
Chechen,Population not found,789949907
South Ossetian,Population not found,789950396
Palauan,Population not found,789983618
Rhodesian,Population not found,790010191
Swaziland,Population not found,790010530
Swaziland,Population not found,790010540
Swaziland,Population not found,790010556
Swaziland,Population not found,790010558
Swaziland,Population not found,790010563
Swaziland,Population not found,790010573
Swaziland,Population not found,790010577
Swaziland,Population not found,790010578
Swaziland,Population not found,790010579
Swaziland,Population not found,790010705
Swaziland,Population not found,790010716
Swaziland,Population not found,790010723
Swaziland,Population not found,790010729
Swaziland,Population not found,790010732
Swaziland,Population not found,790010783
Swaziland,Population not found,790010820
Palauan,Population not found,790011394
Swaziland,Population not found,790090661
Guadeloupe,Population not found,790100830
South Korean,Population not found,790178486
South Korean,Population not found,790178940
South Korean,Population not found,790179508
South Korean,Population not found,790180349
Carniolan,Population not found,790213148
Ivorian,Population not found,790279945
"Congo, Dem. Rep. of",Population not found,790305725
Czech Republic,Population not found,790372008
Palauan,Population not found,790410665
Hondura,Population not found,790412309
Hondura,Population not found,790412332
Saint Lucian,Population not found,790422420
Palauan,Population not found,790423026
South Korean,Population not found,790471224
Jersey,Population not found,790484914
"Congo, Dem. Rep. of",Population not found,790586686
Czech Republic,Population not found,790608148
Czech Republic,Population not found,790608180
Czech Republic,Population not found,790608186
Montserratian,Population not found,790614135
Swaziland,Population not found,790636139
Tokelauan,Population not found,790644183
Tokelauan,Population not found,790644216
Tokelauan,Population not found,790644404
Tokelauan,Population not found,790647368
Palestinian Territory,Population not found,790695172
Palestinian Territory,Population not found,790721748
"Congo, Dem. Rep. of",Population not found,790738130
Czech Republic,Population not found,790838510
Pitcairn Islands,Population not found,790881651
"Congo, Dem. Rep. of",Population not found,790942655
"Congo, Dem. Rep. of",Population not found,791074307
Guernsey,Population not found,791169532
Ivorian,Population not found,791177695
Pitcairn Islands,Population not found,791265995
Czech Republic,Population not found,791374581
South Korean,Population not found,791389950
Guadeloupe,Population not found,791685556
Guadeloupe,Population not found,791685684
French Guiana,Population not found,791685731
French Guiana,Population not found,791685933
Chechen,Population not found,791803238
Salvadoran,Population not found,791821555
Palestinian Territory,Population not found,791881528
Samoan,Population not found,791884820
Hondura,Population not found,791906998
Hondura,Population not found,791907048
Salvadoran,Population not found,791907279
Salvadoran,Population not found,791907345
Salvadoran,Population not found,791911972
Montserratian,Population not found,791981452
Somaliland,Population not found,792010538
"Congo, Dem. Rep. of",Population not found,792037043
South Korean,Population not found,792037093
Hondura,Population not found,792070727
Cape Colony,Population not found,792178662
Salvadoran,Population not found,792385744
Saint Kitts and Nevis,Population not found,792406694
Czech Republic,Population not found,792417439
Guernsey,Population not found,792424069
Czech Republic,Population not found,792476721
Jersey,Population not found,792567273
Faroese,Population not found,792595685
Palestinian Territory,Population not found,792611747
Palestinian Territory,Population not found,792615206
Dagestani,Population not found,792949749
French Guiana,Population not found,793002652
South African Republic,Population not found,793010122
Czech Republic,Population not found,793087579
Samoan,Population not found,793129536
Hondura,Population not found,793178396
Hondura,Population not found,793179072
Hondura,Population not found,793183704
Salvadoran,Population not found,793184472
Jersey,Population not found,793221391
East Timorese,Population not found,793270640
Faroese,Population not found,793276089
Faroese,Population not found,793277402
Guadeloupe,Population not found,793286976
Samoan,Population not found,793294077
Guadeloupe,Population not found,793353218
Faroese,Population not found,793353435
Guernsey,Population not found,793355768
Faroese,Population not found,793394960
Jersey,Population not found,793405839
"Congo, Dem. Rep. of",Population not found,793411567
Swaziland,Population not found,793428048
East Timorese,Population not found,793454583
French Guiana,Population not found,793613477
Salvadoran,Population not found,793642670
Czech Republic,Population not found,793642926
Cape Colony,Population not found,793643575
Ivorian,Population not found,793682835
Palestinian Territory,Population not found,793718428
Montserratian,Population not found,793896767
Samoan,Population not found,793926721
Salvadoran,Population not found,794052085
Guadeloupe,Population not found,794067588
"Congo, Dem. Rep. of",Population not found,794072384
"Congo, Dem. Rep. of",Population not found,794134715
Czech Republic,Population not found,794146543
Palestinian Territory,Population not found,794170874
Chechen,Population not found,794171049
Cape Colony,Population not found,794193433
Ivorian,Population not found,794194775
Samoan,Population not found,794202189
Cape Colony,Population not found,794346758
Salvadoran,Population not found,794459622
Palestinian Territory,Population not found,794482018
Hondura,Population not found,794482135
Rhodesian,Population not found,794528943
Salvadoran,Population not found,794561394
South African Republic,Population not found,794593079
Omani,Population not found,794599835
South Korean,Population not found,794638210
Cape Colony,Population not found,794705198
Omani,Population not found,794725141
Saint Kitts and Nevis,Population not found,794794927
Cook Island,Population not found,794802546
Cook Island,Population not found,794802590
Chechen,Population not found,794893770
Pitcairn Islands,Population not found,794905581
French Guiana,Population not found,794908987
Salvadoran,Population not found,794988963
Czech Republic,Population not found,794995687
Palestinian Territory,Population not found,795004000
Jersey,Population not found,795069319
Czech Republic,Population not found,795098385
Palauan,Population not found,795139723
Saint Vincent and the Grenadines,Population not found,795283194
Saint Vincent and the Grenadines,Population not found,795343481
Rhodesian,Population not found,795348776
Rhodesian,Population not found,795369277
Czech Republic,Population not found,795377941
Rhodesian,Population not found,795483112
South Korean,Population not found,795546187
South Korean,Population not found,795546191
South Korean,Population not found,795546228
South Korean,Population not found,795546245
South Korean,Population not found,795546256
Salvadoran,Population not found,795573859
Cape Colony,Population not found,795625420
Tokelauan,Population not found,795631781
Tokelauan,Population not found,795633170
Palestinian Territory,Population not found,795648388
Pitcairn Islands,Population not found,795649021
South Ossetian,Population not found,795669553
Jersey,Population not found,795676915
Hondura,Population not found,795765167
Czech Republic,Population not found,795807571
Czech Republic,Population not found,795809115
Saint Kitts and Nevis,Population not found,796076948
Jersey,Population not found,796095584
"Congo, Dem. Rep. of",Population not found,796099032
Palestinian Territory,Population not found,796124047
Salvadoran,Population not found,796131598
Faroese,Population not found,796170338
Jersey,Population not found,796170389
Faroese,Population not found,796170437
Hondura,Population not found,796180350
Pitcairn Islands,Population not found,796203049
Pitcairn Islands,Population not found,796203180
Pitcairn Islands,Population not found,796203252
Czech Republic,Population not found,796253432
Swaziland,Population not found,796256782
Hondura,Population not found,796291215
Samoan,Population not found,796309750
Cape Colony,Population not found,796352977
Samoan,Population not found,796377891
Czech Republic,Population not found,796403608
Pitcairn Islands,Population not found,796592041
Hondura,Population not found,796597000
Hondura,Population not found,796635107
Cape Colony,Population not found,796646347
Palestinian Territory,Population not found,796697881
Hondura,Population not found,796709335
East Timorese,Population not found,796722416
Niuean,Population not found,796747380
Czech Republic,Population not found,796749458
Czech Republic,Population not found,796751775
Czech Republic,Population not found,796752629
Czech Republic,Population not found,796825099
East Timorese,Population not found,796886084
Dagestani,Population not found,796896055
Palestinian Territory,Population not found,796911861
Palestinian Territory,Population not found,796924085
Ossetian,Population not found,796950389
Palestinian Territory,Population not found,796961464
Palestinian Territory,Population not found,797021613
Cape Colony,Population not found,797029963
East Timorese,Population not found,797040695
Saint Kitts and Nevis,Population not found,797053483
Palestinian Territory,Population not found,797122322
Salvadoran,Population not found,797151261
Ivorian,Population not found,797168824
Chechen,Population not found,797214106
Pitcairn Islands,Population not found,797221428
Chechen,Population not found,797258871
East Timorese,Population not found,797279277
Cook Island,Population not found,797303432
Cook Island,Population not found,797303508
Cook Island,Population not found,797303536
Rhodesian,Population not found,797314307
"Congo, Dem. Rep. of",Population not found,797348410
Hondura,Population not found,797385790
Rhodesian,Population not found,797407618
"Congo, Dem. Rep. of",Population not found,797435100
East Timorese,Population not found,797438594
"Congo, Dem. Rep. of",Population not found,797446004
Faroese,Population not found,797450160
Faroese,Population not found,797493287
Faroese,Population not found,797493405
Swaziland,Population not found,797494822
Hondura,Population not found,797499354
Czech Republic,Population not found,797539957
Rhodesian,Population not found,797546082
Hondura,Population not found,797677168
Hondura,Population not found,797684912
Jersey,Population not found,797693636
Cape Colony,Population not found,797735815
Ivorian,Population not found,797736207
Ivorian,Population not found,797737768
Jersey,Population not found,797746493
Niuean,Population not found,797757076
Saint Kitts and Nevis,Population not found,797760842
Saint Lucian,Population not found,797760898
Saint Vincent and the Grenadines,Population not found,797760926
Samoan,Population not found,797760961
Omani,Population not found,797805284
South Korean,Population not found,797806095
Palestinian Territory,Population not found,797806716
South Ossetian,Population not found,797825875
Czech Republic,Population not found,797842545
Palauan,Population not found,797884160
Swaziland,Population not found,797904256
Saint Lucian,Population not found,797914672
Saint Lucian,Population not found,797914793
Omani,Population not found,797947292
Saint Lucian,Population not found,797970479
Cape Colony,Population not found,797978795
Palestinian Territory,Population not found,798100387
Saint Lucian,Population not found,798164824
Cape Colony,Population not found,798165649
Saint Lucian,Population not found,798165675
Samoan,Population not found,798166885
Samoan,Population not found,798166951
"Congo, Dem. Rep. of",Population not found,798185563
East Timorese,Population not found,798242613
Jersey,Population not found,798244483
Palestinian Territory,Population not found,798262559
Montserratian,Population not found,798265888
Palestinian Territory,Population not found,798282902
South Korean,Population not found,798295710
Salvadoran,Population not found,798306895
Guernsey,Population not found,798315235
Palestinian Territory,Population not found,798331360
East Timorese,Population not found,798334210
Cape Colony,Population not found,798383131
Rhodesian,Population not found,798384751
Hondura,Population not found,798394355
Hondura,Population not found,798401950
Swaziland,Population not found,798454144
"Congo, Dem. Rep. of",Population not found,798455633
Hondura,Population not found,798460200
Salvadoran,Population not found,798460321
Saint Lucian,Population not found,798468800
"Congo, Dem. Rep. of",Population not found,798489264
Czech Republic,Population not found,798490261
Rhodesian,Population not found,798492985
Samoan,Population not found,798494387
Chechen,Population not found,798580067
South Korean,Population not found,798611948
Abkhazia,Population not found,798644673
Czech Republic,Population not found,798648973
Czech Republic,Population not found,798686948
Somaliland,Population not found,798692052
Czech Republic,Population not found,798705619
Palestinian Territory,Population not found,798732432
Cape Colony,Population not found,798742813
Saint Kitts and Nevis,Population not found,798766032
Czech Republic,Population not found,798796793
Samoan,Population not found,798807561
"Congo, Dem. Rep. of",Population not found,798859637
Saint Vincent and the Grenadines,Population not found,798864996
Salvadoran,Population not found,798896224
Palestinian Territory,Population not found,798913975
Czech Republic,Population not found,798944631
"Congo, Dem. Rep. of",Population not found,798948484
East Timorese,Population not found,798969127
Palestinian Territory,Population not found,799023109
Palestinian Territory,Population not found,799023535
Saint Lucian,Population not found,799034545
"Congo, Dem. Rep. of",Population not found,799044574
East Timorese,Population not found,799059687
Ivorian,Population not found,799061508
Palestinian Territory,Population not found,799072017
South Korean,Population not found,799083872
Palestinian Territory,Population not found,799209138
Tokelauan,Population not found,799209983
Hondura,Population not found,799220342
Hondura,Population not found,799300330
Czech Republic,Population not found,799301686
Montserratian,Population not found,799317293
"Congo, Dem. Rep. of",Population not found,799328311
"Congo, Dem. Rep. of",Population not found,799328685
"Congo, Dem. Rep. of",Population not found,799331221
Rhodesian,Population not found,799332728
South Ossetian,Population not found,799335775
Saint Kitts and Nevis,Population not found,799339256
Hondura,Population not found,799341541
Cape Colony,Population not found,799373837
Cape Colony,Population not found,799472552
Ivorian,Population not found,799484902
Jersey,Population not found,799514955
"Congo, Dem. Rep. of",Population not found,799533831
Omani,Population not found,799540696
Rhodesian,Population not found,799548505
Rhodesian,Population not found,799548556
Pitcairn Islands,Population not found,799551777
Pitcairn Islands,Population not found,799551778
Pitcairn Islands,Population not found,799551779
Pitcairn Islands,Population not found,799551780
Pitcairn Islands,Population not found,799551784
East Timorese,Population not found,799570306
Rhodesian,Population not found,799608339
Abkhazia,Population not found,799618550
Cook Island,Population not found,799769949
Palestinian Territory,Population not found,799802471
Saint Lucian,Population not found,799842307
Palestinian Territory,Population not found,799858795
Ivorian,Population not found,799873303
"Congo, Dem. Rep. of",Population not found,799913697
Salvadoran,Population not found,799918049
"Congo, Dem. Rep. of",Population not found,799930121
Saint Kitts and Nevis,Population not found,799930780
South Korean,Population not found,799945764
Palestinian Territory,Population not found,800067783
"Congo, Dem. Rep. of",Population not found,800087105
Ivorian,Population not found,800116906
Pitcairn Islands,Population not found,800137512
Cape Colony,Population not found,800159179
Hondura,Population not found,800166969
Ivorian,Population not found,800169882
Saint Vincent and the Grenadines,Population not found,800257111
South Korean,Population not found,800258105
Palestinian Territory,Population not found,800264686
Palestinian Territory,Population not found,800268417
"Congo, Dem. Rep. of",Population not found,800298783
Rhodesian,Population not found,800407772
Rhodesian,Population not found,800416336
Salvadoran,Population not found,800478736
Rhodesian,Population not found,800479460
South African Republic,Population not found,800488968
"Congo, Dem. Rep. of",Population not found,800537411
Czech Republic,Population not found,800555146
Hondura,Population not found,800643446
Swaziland,Population not found,800650407
Palestinian Territory,Population not found,800663648
Saint Lucian,Population not found,800680583
Saint Lucian,Population not found,800696547
Jersey,Population not found,800714278
Palestinian Territory,Population not found,800718761
Faroese,Population not found,800723683
Palestinian Territory,Population not found,800748567
Ivorian,Population not found,800750399
Czech Republic,Population not found,800754664
Cape Colony,Population not found,800767317
Saint Vincent and the Grenadines,Population not found,800881284
Czech Republic,Population not found,800883412
South Korean,Population not found,800896932
South Korean,Population not found,800896981
Czech Republic,Population not found,800925236
Czech Republic,Population not found,800925518
Palestinian Territory,Population not found,800949001
Rhodesian,Population not found,800986051
Chechen,Population not found,801036587
Samoan,Population not found,801057378
Saint Lucian,Population not found,801070713
South Ossetian,Population not found,801087048
Saint Lucian,Population not found,801096569
Palestinian Territory,Population not found,801102332
"Congo, Dem. Rep. of",Population not found,801107444
"Congo, Dem. Rep. of",Population not found,801110165
"Congo, Dem. Rep. of",Population not found,801112469
Samoan,Population not found,801142102
Jersey,Population not found,801172575
Montserratian,Population not found,801175821
Samoan,Population not found,801175876
Pitcairn Islands,Population not found,801175970
Samoan,Population not found,801182300
Samoan,Population not found,801186581
Hondura,Population not found,801194944
Samoan,Population not found,801213484
Palestinian Territory,Population not found,801214518
Saint Lucian,Population not found,801276622
Ivorian,Population not found,801282263
Jersey,Population not found,801284949
Saint Vincent and the Grenadines,Population not found,801288101
Palestinian Territory,Population not found,801299475
Martinique,Population not found,801319110
Palestinian Territory,Population not found,801335922
"Congo, Dem. Rep. of",Population not found,801348128
Cape Colony,Population not found,801351302
Omani,Population not found,801364408
Tokelauan,Population not found,801375710
Hondura,Population not found,801414837
Cape Colony,Population not found,801417570
Hondura,Population not found,801499755
Palestinian Territory,Population not found,801507800
South Ossetian,Population not found,801560549
Saint Lucian,Population not found,801563305
Samoan,Population not found,801564093
Samoan,Population not found,801570141
Incan,Population not found,801587917
Tokelauan,Population not found,801630990
Faroese,Population not found,801638146
Rhodesian,Population not found,801716406
Rhodesian,Population not found,801718040
Samoan,Population not found,801746626
"Congo, Dem. Rep. of",Population not found,801770255
Rhodesian,Population not found,801795215
Cape Colony,Population not found,801856640
Palestinian Territory,Population not found,801867039
Rhodesian,Population not found,801876681
South African Republic,Population not found,801877418
Cape Colony,Population not found,801935094
"Congo, Dem. Rep. of",Population not found,801936063
Czech Republic,Population not found,801939668
Samoan,Population not found,801944573
"Congo, Dem. Rep. of",Population not found,801968131
Czech Republic,Population not found,801972898
Hondura,Population not found,802009929
Samoan,Population not found,802011301
Czech Republic,Population not found,802013967
Abkhazia,Population not found,802029007
Ivorian,Population not found,802048749
Czech Republic,Population not found,802054500
Czech Republic,Population not found,802055280
Czech Republic,Population not found,802060218
Czech Republic,Population not found,802060471
Czech Republic,Population not found,802069244
East Timorese,Population not found,802072802
Salvadoran,Population not found,802075785
Palestinian Territory,Population not found,802082257
Swaziland,Population not found,802149787
Rhodesian,Population not found,802151785
"Congo, Dem. Rep. of",Population not found,802154801
"Congo, Dem. Rep. of",Population not found,802197658
Samoan,Population not found,802218035
Saint Kitts and Nevis,Population not found,802273418
Palestinian Territory,Population not found,802302873
Omani,Population not found,802317488
Czech Republic,Population not found,802360196
Czech Republic,Population not found,802365998
Ivorian,Population not found,802374350
Guernsey,Population not found,802409654
"Congo, Dem. Rep. of",Population not found,802411491
Czech Republic,Population not found,802416926
Palestinian Territory,Population not found,802436402
Palestinian Territory,Population not found,802436510
Palestinian Territory,Population not found,802436655
Palestinian Territory,Population not found,802438226
Palestinian Territory,Population not found,802444446
Faroese,Population not found,802476681
Palestinian Territory,Population not found,802495061
Faroese,Population not found,802515495
Czech Republic,Population not found,802531379
Jersey,Population not found,802532217
Palestinian Territory,Population not found,802598153
Martinique,Population not found,802657786
Chechen,Population not found,802665757
South Korean,Population not found,802728876
East Timorese,Population not found,802765398
Czech Republic,Population not found,802834939
Palestinian Territory,Population not found,802835604
Samoan,Population not found,802850235
Czech Republic,Population not found,802875800
South Ossetian,Population not found,802882186
Ivorian,Population not found,802893546
Ivorian,Population not found,802893568
